Price Period,Town,Super,Diesel,Kerosene
 15th January 2022 - 14th February 2022,Keroka,131.01,112.2,105.16
 15th January 2022 - 14th February 2022,Busia,130.99,112.17,105.14
 15th January 2022 - 14th February 2022,Homabay,130.94,112.12,105.08
 15th January 2022 - 14th February 2022,Migori,131.79,112.97,105.94
 15th January 2022 - 14th February 2022,Isebania,132.07,113.26,106.22
 15th January 2022 - 14th February 2022,Bomet,131.23,112.42,105.38
 15th January 2022 - 14th February 2022,Muhoroni,130.36,111.53,104.49
 15th January 2022 - 14th February 2022,Mbita,130.93,112.1,105.07
 15th January 2022 - 14th February 2022,Mbale,130.12,111.3,104.26
 15th January 2022 - 14th February 2022,Etago,131.58,112.75,105.72
 15th January 2022 - 14th February 2022,Magenche,131.67,112.86,105.82
 15th January 2022 - 14th February 2022,Kilgoris,131.51,112.69,105.66
15th June 2023- 14th July 2023,Mombasa,179.2,164.45,158.65
15th June 2023- 14th July 2023,Kilifi,179.92,165.16,159.36
15th June 2023- 14th July 2023,Likoni Mainland,179.56,164.81,159.01
15th June 2023- 14th July 2023,Kwale,179.56,164.81,159.01
15th June 2023- 14th July 2023,Malindi,180.12,165.37,159.57
15th June 2023- 14th July 2023,Lungalunga,180.27,165.52,159.72
15th June 2023- 14th July 2023,Voi,180.68,165.92,160.13
15th June 2023- 14th July 2023,Taveta,182.09,167.34,161.54
15th June 2023- 14th July 2023,Lamu,182.51,167.75,161.96
15th June 2023- 14th July 2023,Hola,182.79,168.04,162.24
15th June 2023- 14th July 2023,Mpeketoni,182.51,167.75,161.96
15th June 2023- 14th July 2023,Minjila,181.47,166.72,160.92
15th June 2023- 14th July 2023,Garsen,181.56,166.81,161.01
15th June 2023- 14th July 2023,Samburu,179.51,164.74,158.95
15th June 2023- 14th July 2023,Taru,179.69,164.93,159.14
15th June 2023- 14th July 2023,Mwatate,181.02,166.27,160.47
15th June 2023- 14th July 2023,Wundanyi,181.18,166.43,160.64
15th June 2023- 14th July 2023,Kaloleni,179.37,164.6,158.81
15th June 2023- 14th July 2023,Marereni,180.78,166.03,160.23
15th June 2023- 14th July 2023,Nairobi,182.04,167.28,161.48
15th June 2023- 14th July 2023,Thika,182.04,167.28,161.48
15th June 2023- 14th July 2023,Machakos,182.28,167.51,161.71
15th June 2023- 14th July 2023,Kajiado,182.46,167.69,161.89
15th June 2023- 14th July 2023,Makuyu,182.33,167.56,161.76
15th June 2023- 14th July 2023,Muranga,182.56,167.8,162.0
15th June 2023- 14th July 2023,Sagana,182.78,168.02,162.22
15th June 2023- 14th July 2023,Embu,183.15,168.38,162.58
15th June 2023- 14th July 2023,Kerugoya,183.07,168.3,162.5
15th June 2023- 14th July 2023,Narok,183.43,168.66,162.86
15th June 2023- 14th July 2023,Nyeri,183.42,168.65,162.85
15th June 2023- 14th July 2023,Namanga,183.59,168.82,163.02
15th June 2023- 14th July 2023,Kiganjo,183.37,168.61,162.81
15th June 2023- 14th July 2023,Chuka,183.68,168.91,163.11
15th June 2023- 14th July 2023,Kitui,183.57,168.8,163.0
15th June 2023- 14th July 2023,Mwingi,183.96,169.19,163.39
15th June 2023- 14th July 2023,Nanyuki,183.97,169.2,163.4
15th June 2023- 14th July 2023,Nkubu,184.94,170.18,164.38
15th June 2023- 14th July 2023,Mtito Andei,184.47,169.71,163.91
15th June 2023- 14th July 2023,Meru,185.13,170.37,164.57
15th June 2023- 14th July 2023,Isiolo,184.99,170.23,164.43
15th June 2023- 14th July 2023,Maua,185.59,170.82,165.02
15th June 2023- 14th July 2023,Garissa,186.21,171.44,165.64
15th June 2023- 14th July 2023,Marsabit,189.9,175.13,169.33
15th June 2023- 14th July 2023,Liboi,188.98,174.21,168.41
15th June 2023- 14th July 2023,Moyale,191.47,176.71,170.91
15th June 2023- 14th July 2023,Sololo,190.53,175.76,169.96
15th June 2023- 14th July 2023,Habaswein,188.9,174.14,168.34
15th June 2023- 14th July 2023,Dadaab,187.6,172.83,167.03
15th June 2023- 14th July 2023,Tarbaj,191.15,176.39,170.59
15th June 2023- 14th July 2023,Elwak,192.76,177.98,172.18
15th June 2023- 14th July 2023,Wajir,191.3,176.54,170.74
15th June 2023- 14th July 2023,Modogashe,189.04,174.28,168.48
15th June 2023- 14th July 2023,Mandera,195.08,180.32,174.52
15th June 2023- 14th July 2023,Matuu,182.94,168.17,162.38
15th June 2023- 14th July 2023,Merti,187.39,172.62,166.82
15th June 2023- 14th July 2023,Oldonyiro,184.4,169.64,163.84
15th June 2023- 14th July 2023,Eldas,193.08,178.31,172.51
15th June 2023- 14th July 2023,Bute,190.11,175.35,169.55
15th June 2023- 14th July 2023,Hadado,188.71,173.94,168.14
15th June 2023- 14th July 2023,Mai Mahiu,182.16,167.4,161.6
15th June 2023- 14th July 2023,Doldo,184.73,169.97,164.17
15th June 2023- 14th July 2023,Lamuria,183.86,169.1,163.3
15th June 2023- 14th July 2023,Sipili,184.72,169.96,164.16
15th June 2023- 14th July 2023,Marimanti,184.35,169.58,163.78
15th June 2023- 14th July 2023,Mutuobare,183.69,168.92,163.12
15th June 2023- 14th July 2023,North Horr,190.86,176.08,170.28
15th June 2023- 14th July 2023,Maikona,189.46,174.7,168.9
15th June 2023- 14th July 2023,Kalacha,190.01,175.25,169.45
15th June 2023- 14th July 2023,Loyangalani,190.08,175.32,169.52
15th June 2023- 14th July 2023,Turbi,189.89,175.12,169.32
15th June 2023- 14th July 2023,Laisamis,187.09,172.32,166.53
15th June 2023- 14th July 2023,Merille,186.8,172.02,166.22
15th June 2023- 14th July 2023,Korr,188.03,173.26,167.47
15th June 2023- 14th July 2023,Nakuru,181.18,166.78,161.01
15th June 2023- 14th July 2023,Gilgil,181.14,166.74,160.96
15th June 2023- 14th July 2023,Mogotio,181.13,166.73,160.95
15th June 2023- 14th July 2023,Molo,181.21,166.82,161.04
15th June 2023- 14th July 2023,Olenguruone,181.92,167.52,161.74
15th June 2023- 14th July 2023,Londiani,181.44,167.04,161.26
15th June 2023- 14th July 2023,Nyahururu,181.42,167.03,161.24
15th June 2023- 14th July 2023,Archers Post,184.41,170.01,164.24
15th June 2023- 14th July 2023,Lodosoit,185.51,171.12,165.34
15th June 2023- 14th July 2023,Naivasha,181.5,167.11,161.33
15th June 2023- 14th July 2023,Marigat,181.9,167.51,161.73
15th June 2023- 14th July 2023,Kabarnet ,182.39,168.0,162.22
15th June 2023- 14th July 2023,Maralal,183.48,169.08,163.31
15th June 2023- 14th July 2023,Wamba,184.32,169.93,164.15
15th June 2023- 14th July 2023,Rumuruti,181.97,167.57,161.79
15th June 2023- 14th July 2023,Eldoret,181.88,167.49,161.71
15th June 2023- 14th July 2023,Kiplombe,181.88,167.49,161.71
15th June 2023- 14th July 2023,Iten,181.88,167.49,161.71
15th June 2023- 14th July 2023,Naiberi,181.88,167.49,161.71
15th June 2023- 14th July 2023,Kesses,181.88,167.49,161.71
15th June 2023- 14th July 2023,Kapsabet,181.89,167.5,161.72
15th June 2023- 14th July 2023,Webuye,182.3,167.92,162.13
15th June 2023- 14th July 2023,Kitale,182.24,167.85,162.07
15th June 2023- 14th July 2023,Kapenguria ,182.88,168.48,162.7
15th June 2023- 14th July 2023,Bungoma,182.65,168.25,162.46
15th June 2023- 14th July 2023,Moiben,181.89,167.5,161.72
15th June 2023- 14th July 2023,Matunda,181.87,167.48,161.7
15th June 2023- 14th July 2023,Burnt Forest,181.83,167.43,161.65
15th June 2023- 14th July 2023,Tambach,181.92,167.53,161.74
15th June 2023- 14th July 2023,Kapsowar,182.39,167.99,162.22
15th June 2023- 14th July 2023,Chebara,182.27,167.88,162.1
15th June 2023- 14th July 2023,Kimwarer,182.2,167.8,162.02
15th June 2023- 14th July 2023,Timboroa,182.11,167.72,161.94
15th June 2023- 14th July 2023,Nandi Hills,182.08,167.68,161.9
15th June 2023- 14th July 2023,Kaiboi,181.94,167.54,161.76
15th June 2023- 14th July 2023,Kiminini,182.42,168.04,162.25
15th June 2023- 14th July 2023,Endebes,182.78,168.38,162.59
15th June 2023- 14th July 2023,Saboti,182.45,168.06,162.28
15th June 2023- 14th July 2023,Chepareria,183.08,168.7,162.91
15th June 2023- 14th July 2023,Lomut,184.7,170.31,164.53
15th June 2023- 14th July 2023,Burgich,183.5,169.11,163.33
15th June 2023- 14th July 2023,Sigor,183.63,169.24,163.46
15th June 2023- 14th July 2023,Lodwar,186.06,171.67,165.89
15th June 2023- 14th July 2023,Kakuma,187.65,173.25,167.48
15th June 2023- 14th July 2023,Lokichar,185.06,170.67,164.88
15th June 2023- 14th July 2023,Kalokol,186.82,172.43,166.64
15th June 2023- 14th July 2023,Lokori,185.43,171.03,165.25
15th June 2023- 14th July 2023,Lokitaung,189.7,175.32,169.53
15th June 2023- 14th July 2023,Kapedo,184.7,170.31,164.53
15th June 2023- 14th July 2023,Malaba,183.05,168.65,162.87
15th June 2023- 14th July 2023,Lokichogio,188.84,174.44,168.66
15th June 2023- 14th July 2023,Ziwa,182.08,167.68,161.9
15th June 2023- 14th July 2023,Soy,181.88,167.49,161.71
15th June 2023- 14th July 2023,Moi's Bridge,181.95,167.55,161.77
15th June 2023- 14th July 2023,Turbo,181.83,167.43,161.65
15th June 2023- 14th July 2023,Kibish,189.94,175.54,169.77
15th June 2023- 14th July 2023,Nakalale,188.76,174.37,168.59
15th June 2023- 14th July 2023,Loima,185.18,170.79,165.0
15th June 2023- 14th July 2023,Lokiriama,186.74,172.35,166.57
15th June 2023- 14th July 2023,Kainuk,183.95,169.56,163.77
15th June 2023- 14th July 2023,Kacheliba,183.28,168.89,163.1
15th June 2023- 14th July 2023,Kiwawa,183.89,169.5,163.71
15th June 2023- 14th July 2023,Ortum,183.47,169.08,163.3
15th June 2023- 14th July 2023,Kachibora,182.27,167.88,162.1
15th June 2023- 14th July 2023,Kwanza,182.98,168.59,162.81
15th June 2023- 14th July 2023,Kaplamai,182.29,167.91,162.12
15th June 2023- 14th July 2023,Eldama Ravine,182.71,168.32,162.53
15th June 2023- 14th July 2023,Tenges,182.85,168.46,162.68
15th June 2023- 14th July 2023,Barwessa,182.96,168.58,162.79
15th June 2023- 14th July 2023,Kipsaraman,183.87,169.48,163.7
15th June 2023- 14th July 2023,Loruk,183.74,169.35,163.57
15th June 2023- 14th July 2023,Kabartonjo,182.71,168.32,162.53
15th June 2023- 14th July 2023,Tindiret,182.78,168.38,162.59
15th June 2023- 14th July 2023,O'lessos,181.95,167.55,161.77
15th June 2023- 14th July 2023,Kobujoi,182.35,167.95,162.17
15th June 2023- 14th July 2023,Serem,182.42,168.04,162.25
15th June 2023- 14th July 2023,Kabiyet,181.88,167.49,161.71
15th June 2023- 14th July 2023,Cheptulu,182.3,167.92,162.13
15th June 2023- 14th July 2023,Songor,182.85,168.46,162.68
15th June 2023- 14th July 2023,Kapcherop,182.49,168.1,162.31
15th June 2023- 14th July 2023,Sambalat,183.18,168.78,163.0
15th June 2023- 14th July 2023,Arror,182.82,168.44,162.65
15th June 2023- 14th July 2023,Tot,183.03,168.64,162.85
15th June 2023- 14th July 2023,Kaptarakwa,182.08,167.68,161.9
15th June 2023- 14th July 2023,Kapese,185.03,170.63,164.85
15th June 2023- 14th July 2023,Kalemngorok,184.42,170.02,164.25
15th June 2023- 14th July 2023,Marich,183.39,169.0,163.22
15th June 2023- 14th July 2023,Alale,183.89,169.5,163.71
15th June 2023- 14th July 2023,Kunyao,183.55,169.16,163.37
15th June 2023- 14th July 2023,Asilong,183.14,168.74,162.96
15th June 2023- 14th July 2023,Orolwo,183.18,168.78,163.0
15th June 2023- 14th July 2023,Sebit,183.12,168.73,162.95
15th June 2023- 14th July 2023,Morpus,183.03,168.64,162.85
15th June 2023- 14th July 2023,Chepkorniswo,182.92,168.52,162.74
15th June 2023- 14th July 2023,Kaibichbich,182.87,168.47,162.69
15th June 2023- 14th July 2023,Keringet,182.6,168.2,162.42
15th June 2023- 14th July 2023,Kisumu,181.87,167.49,161.7
15th June 2023- 14th July 2023,Sondu,181.98,167.58,161.81
15th June 2023- 14th July 2023,Oyugis,182.47,168.07,162.28
15th June 2023- 14th July 2023,Kakamega,181.93,167.53,161.75
15th June 2023- 14th July 2023,Mumias,182.2,167.81,162.02
15th June 2023- 14th July 2023,Bondo,182.09,167.69,161.91
15th June 2023- 14th July 2023,Siaya,182.21,167.82,162.03
15th June 2023- 14th July 2023,Kericho,182.38,167.99,162.21
15th June 2023- 14th July 2023,Nyamira,182.44,168.06,162.27
15th June 2023- 14th July 2023,Kisii,182.76,168.36,162.58
15th June 2023- 14th July 2023,Sotik,182.58,168.19,162.41
15th June 2023- 14th July 2023,Keroka,182.77,168.37,162.59
15th June 2023- 14th July 2023,Busia,182.75,168.35,162.57
15th June 2023- 14th July 2023,Homabay,182.69,168.3,162.52
15th June 2023- 14th July 2023,Migori,183.55,169.15,163.37
15th June 2023- 14th July 2023,Isebania,183.83,169.44,163.65
15th June 2023- 14th July 2023,Bomet,182.99,168.6,162.81
15th June 2023- 14th July 2023,Muhoroni,182.11,167.71,161.93
15th June 2023- 14th July 2023,Mbita,182.68,168.29,162.51
15th June 2023- 14th July 2023,Mbale,181.87,167.49,161.7
15th June 2023- 14th July 2023,Etago,183.33,168.93,163.16
15th June 2023- 14th July 2023,Magenche,183.43,169.04,163.25
15th June 2023- 14th July 2023,Kilgoris,183.26,168.87,163.09
15th June 2023- 14th July 2023,Malava,182.24,167.84,162.06
15th June 2023- 14th July 2023,Lugari,182.63,168.23,162.45
15th June 2023- 14th July 2023,Rodi Kopany,182.76,168.36,162.58
15th June 2023- 14th July 2023,Ndhiwa,183.03,168.63,162.85
15th June 2023- 14th July 2023,Rangwe,182.75,168.35,162.57
15th June 2023- 14th July 2023,Sindo,182.76,168.36,162.58
15th June 2023- 14th July 2023,Awasi,181.84,167.44,161.67
15th June 2023- 14th July 2023,Ahero,181.87,167.49,161.7
15th June 2023- 14th July 2023,Ugunja,182.3,167.91,162.13
15th June 2023- 14th July 2023,Asembo,181.96,167.56,161.78
15th June 2023- 14th July 2023,Usenge,182.43,168.04,162.26
15th June 2023- 14th July 2023,Harambee,181.92,167.52,161.74
15th June 2023- 14th July 2023,Muhuru Bay,183.69,169.3,163.51
15th June 2023- 14th July 2023,Kehancha,183.92,169.53,163.75
15th June 2023- 14th July 2023,Ntimaru,184.23,169.84,164.05
15th June 2023- 14th July 2023,Rongo,183.01,168.61,162.83
15th June 2023- 14th July 2023,Kaspokwony,182.96,168.57,162.79
15th June 2023- 14th July 2023,Chwele,182.91,168.52,162.73
15th June 2023- 14th July 2023,Kimilili,182.83,168.44,162.66
15th June 2023- 14th July 2023,Nambale,182.75,168.35,162.57
15th June 2023- 14th July 2023,SioPort,182.74,168.34,162.56
15th June 2023- 14th July 2023,Port Bunyala,182.78,168.39,162.61
15th June 2023- 14th July 2023,Funyula,182.61,168.21,162.43
15th June 2023- 14th July 2023,Ogembo,182.91,168.52,162.73
15th June 2023- 14th July 2023,Nyangusu,183.17,168.78,162.99
15th June 2023- 14th July 2023,Sengera,183.09,168.7,162.92
15th June 2023- 14th July 2023,Keumbu,182.82,168.43,162.65
15th June 2023- 14th July 2023,Marani,182.52,168.13,162.35
15th June 2023- 14th July 2023,Kerina,182.89,168.49,162.71
15th June 2023- 14th July 2023,Ikonge,182.24,167.84,162.06
15th June 2023- 14th July 2023,Nyansiongo,182.64,168.25,162.46
15th  March 2023 - 14th  April 2023,Mombasa,176.98,159.76,143.69
15th  March 2023 - 14th  April 2023,Kilifi,177.69,160.47,144.41
15th  March 2023 - 14th  April 2023,Likoni Mainland,177.34,160.11,144.05
15th  March 2023 - 14th  April 2023,Kwale,177.34,160.11,144.05
15th  March 2023 - 14th  April 2023,Malindi,177.9,160.67,144.61
15th  March 2023 - 14th  April 2023,Lungalunga,178.05,160.83,144.76
15th  March 2023 - 14th  April 2023,Voi,178.46,161.24,145.17
15th  March 2023 - 14th  April 2023,Taveta,179.86,162.64,146.58
15th  March 2023 - 14th  April 2023,Lamu,180.27,163.06,147.0
15th  March 2023 - 14th  April 2023,Hola,180.57,163.34,147.28
15th  March 2023 - 14th  April 2023,Mpeketoni,180.27,163.06,147.0
15th  March 2023 - 14th  April 2023,Minjila,179.25,162.02,145.96
15th  March 2023 - 14th  April 2023,Garsen,179.33,162.11,146.05
15th  March 2023 - 14th  April 2023,Samburu,177.28,160.06,144.0
15th  March 2023 - 14th  April 2023,Taru,177.46,160.24,144.18
15th  March 2023 - 14th  April 2023,Mwatate,178.79,161.57,145.51
15th  March 2023 - 14th  April 2023,Wundanyi,178.96,161.74,145.68
15th  March 2023 - 14th  April 2023,Kaloleni,177.13,159.92,143.85
15th  March 2023 - 14th  April 2023,Marereni,178.56,161.34,145.27
15th  March 2023 - 14th  April 2023,Nairobi,179.3,162.0,145.94
15th  March 2023 - 14th  April 2023,Thika,179.31,162.01,145.94
15th  March 2023 - 14th  April 2023,Machakos,179.54,162.24,146.18
15th  March 2023 - 14th  April 2023,Kajiado,179.72,162.42,146.36
15th  March 2023 - 14th  April 2023,Makuyu,179.59,162.29,146.23
15th  March 2023 - 14th  April 2023,Muranga,179.82,162.52,146.46
15th  March 2023 - 14th  April 2023,Sagana,180.05,162.75,146.68
15th  March 2023 - 14th  April 2023,Embu,180.4,163.1,147.04
15th  March 2023 - 14th  April 2023,Kerugoya,180.33,163.03,146.97
15th  March 2023 - 14th  April 2023,Narok,180.69,163.4,147.33
15th  March 2023 - 14th  April 2023,Nyeri,180.67,163.37,147.31
15th  March 2023 - 14th  April 2023,Namanga,180.85,163.55,147.48
15th  March 2023 - 14th  April 2023,Kiganjo,180.64,163.34,147.28
15th  March 2023 - 14th  April 2023,Chuka,180.93,163.63,147.57
15th  March 2023 - 14th  April 2023,Kitui,180.84,163.54,147.47
15th  March 2023 - 14th  April 2023,Mwingi,181.22,163.93,147.86
15th  March 2023 - 14th  April 2023,Nanyuki,181.23,163.94,147.87
15th  March 2023 - 14th  April 2023,Nkubu,182.21,164.91,148.84
15th  March 2023 - 14th  April 2023,Mtito Andei,181.74,164.44,148.38
15th  March 2023 - 14th  April 2023,Meru,182.4,165.1,149.04
15th  March 2023 - 14th  April 2023,Isiolo,182.26,164.96,148.89
15th  March 2023 - 14th  April 2023,Maua,182.85,165.56,149.49
15th  March 2023 - 14th  April 2023,Garissa,183.47,166.17,150.11
15th  March 2023 - 14th  April 2023,Marsabit,187.15,169.85,153.79
15th  March 2023 - 14th  April 2023,Liboi,186.24,168.94,152.87
15th  March 2023 - 14th  April 2023,Moyale,188.74,171.44,155.37
15th  March 2023 - 14th  April 2023,Sololo,187.79,170.49,154.43
15th  March 2023 - 14th  April 2023,Habaswein,186.16,168.86,152.8
15th  March 2023 - 14th  April 2023,Dadaab,184.85,167.55,151.49
15th  March 2023 - 14th  April 2023,Tarbaj,188.42,171.12,155.04
15th  March 2023 - 14th  April 2023,Elwak,190.02,172.72,156.65
15th  March 2023 - 14th  April 2023,Wajir,188.57,171.27,155.21
15th  March 2023 - 14th  April 2023,Modogashe,186.3,169.0,152.94
15th  March 2023 - 14th  April 2023,Mandera,192.35,175.05,158.98
15th  March 2023 - 14th  April 2023,Matuu,180.2,162.9,146.84
15th  March 2023 - 14th  April 2023,Merti,184.65,167.35,151.29
15th  March 2023 - 14th  April 2023,Oldonyiro,181.67,164.36,148.29
15th  March 2023 - 14th  April 2023,Eldas,190.34,173.04,156.98
15th  March 2023 - 14th  April 2023,Bute,187.38,170.08,154.02
15th  March 2023 - 14th  April 2023,Hadado,185.97,168.67,152.6
15th  March 2023 - 14th  April 2023,Mai Mahiu,179.42,162.12,146.06
15th  March 2023 - 14th  April 2023,Doldo,182.0,164.7,148.63
15th  March 2023 - 14th  April 2023,Lamuria,181.12,163.82,147.75
15th  March 2023 - 14th  April 2023,Sipili,181.98,164.68,148.62
15th  March 2023 - 14th  April 2023,Marimanti,181.61,164.31,148.25
15th  March 2023 - 14th  April 2023,Mutuobare,180.95,163.65,147.58
15th  March 2023 - 14th  April 2023,North Horr,188.11,170.82,154.75
15th  March 2023 - 14th  April 2023,Maikona,186.73,169.43,153.37
15th  March 2023 - 14th  April 2023,Kalacha,187.27,169.97,153.91
15th  March 2023 - 14th  April 2023,Loyangalani,187.34,170.04,153.97
15th  March 2023 - 14th  April 2023,Turbi,187.14,169.84,153.78
15th  March 2023 - 14th  April 2023,Laisamis,184.36,167.06,150.98
15th  March 2023 - 14th  April 2023,Merille,184.05,166.75,150.69
15th  March 2023 - 14th  April 2023,Korr,185.3,168.0,151.93
15th  March 2023 - 14th  April 2023,Nakuru,178.62,161.83,145.79
15th  March 2023 - 14th  April 2023,Gilgil,178.58,161.79,145.76
15th  March 2023 - 14th  April 2023,Mogotio,178.57,161.78,145.74
15th  March 2023 - 14th  April 2023,Molo,178.65,161.86,145.83
15th  March 2023 - 14th  April 2023,Olenguruone,179.36,162.56,146.53
15th  March 2023 - 14th  April 2023,Londiani,178.88,162.09,146.05
15th  March 2023 - 14th  April 2023,Nyahururu,178.87,162.08,146.04
15th  March 2023 - 14th  April 2023,Archers Post,181.85,165.06,149.03
15th  March 2023 - 14th  April 2023,Lodosoit,182.95,166.16,150.13
15th  March 2023 - 14th  April 2023,Naivasha,178.95,162.15,146.11
15th  March 2023 - 14th  April 2023,Marigat,179.34,162.55,146.51
15th  March 2023 - 14th  April 2023,Kabarnet,179.83,163.04,147.01
15th  March 2023 - 14th  April 2023,Maralal,180.92,164.13,148.1
15th  March 2023 - 14th  April 2023,Wamba,181.76,164.97,148.93
15th  March 2023 - 14th  April 2023,Rumuruti,179.41,162.62,146.58
15th  March 2023 - 14th  April 2023,Eldoret,179.5,162.72,146.67
15th  March 2023 - 14th  April 2023,Kiplombe,179.5,162.72,146.67
15th  March 2023 - 14th  April 2023,Iten,179.5,162.72,146.67
15th  March 2023 - 14th  April 2023,Naiberi,179.5,162.72,146.67
15th  March 2023 - 14th  April 2023,Kesses,179.5,162.72,146.67
15th  March 2023 - 14th  April 2023,Kapsabet,179.52,162.74,146.68
15th  March 2023 - 14th  April 2023,Webuye,179.93,163.15,147.1
15th  March 2023 - 14th  April 2023,Kitale,179.86,163.08,147.03
15th  March 2023 - 14th  April 2023,Kapenguria,180.5,163.72,147.67
15th  March 2023 - 14th  April 2023,Bungoma,180.26,163.48,147.44
15th  March 2023 - 14th  April 2023,Moiben,179.52,162.74,146.68
15th  March 2023 - 14th  April 2023,Matunda,179.49,162.7,146.66
15th  March 2023 - 14th  April 2023,Burnt Forest,179.45,162.67,146.62
15th  March 2023 - 14th  April 2023,Tambach,179.54,162.76,146.71
15th  March 2023 - 14th  April 2023,Kapsowar,180.0,163.22,147.18
15th  March 2023 - 14th  April 2023,Chebara,179.89,163.1,147.06
15th  March 2023 - 14th  April 2023,Kimwarer,179.81,163.03,146.99
15th  March 2023 - 14th  April 2023,Timboroa,179.73,162.95,146.9
15th  March 2023 - 14th  April 2023,Nandi Hills,179.69,162.91,146.87
15th  March 2023 - 14th  April 2023,Kaiboi,179.55,162.77,146.73
15th  March 2023 - 14th  April 2023,Kiminini,180.05,163.27,147.21
15th  March 2023 - 14th  April 2023,Endebes,180.39,163.61,147.57
15th  March 2023 - 14th  April 2023,Saboti,180.07,163.29,147.25
15th  March 2023 - 14th  April 2023,Chepareria,180.71,163.93,147.87
15th  March 2023 - 14th  April 2023,Lomut,182.33,165.53,149.49
15th  March 2023 - 14th  April 2023,Burgich,181.12,164.34,148.29
15th  March 2023 - 14th  April 2023,Sigor,181.25,164.47,148.42
15th  March 2023 - 14th  April 2023,Lodwar,183.68,166.9,150.85
15th  March 2023 - 14th  April 2023,Kakuma,185.27,168.49,152.44
15th  March 2023 - 14th  April 2023,Lokichar,182.68,165.9,149.85
15th  March 2023 - 14th  April 2023,Kalokol,184.44,167.66,151.61
15th  March 2023 - 14th  April 2023,Lokori,183.05,166.27,150.22
15th  March 2023 - 14th  April 2023,Lokitaung,187.33,170.55,154.49
15th  March 2023 - 14th  April 2023,Kapedo,182.33,165.53,149.49
15th  March 2023 - 14th  April 2023,Malaba,180.66,163.88,147.84
15th  March 2023 - 14th  April 2023,Lokichogio,186.46,169.68,153.63
15th  March 2023 - 14th  April 2023,Ziwa,179.69,162.91,146.87
15th  March 2023 - 14th  April 2023,Soy,179.51,162.72,146.67
15th  March 2023 - 14th  April 2023,Moi?s Bridge,179.57,162.78,146.74
15th  March 2023 - 14th  April 2023,Turbo,179.45,162.67,146.62
15th  March 2023 - 14th  April 2023,Kibish,187.56,170.77,154.73
15th  March 2023 - 14th  April 2023,Nakalale,186.39,169.6,153.55
15th  March 2023 - 14th  April 2023,Loima,182.8,166.02,149.97
15th  March 2023 - 14th  April 2023,Lokiriama,184.37,167.59,151.53
15th  March 2023 - 14th  April 2023,Kainuk,181.57,164.79,148.74
15th  March 2023 - 14th  April 2023,Kacheliba,180.9,164.12,148.07
15th  March 2023 - 14th  April 2023,Kiwawa,181.5,164.72,148.68
15th  March 2023 - 14th  April 2023,Ortum,181.09,164.31,148.26
15th  March 2023 - 14th  April 2023,Kachibora,179.89,163.1,147.06
15th  March 2023 - 14th  April 2023,Kwanza,180.6,163.82,147.78
15th  March 2023 - 14th  April 2023,Kaplamai,179.92,163.14,147.08
15th  March 2023 - 14th  April 2023,Eldama Ravine,180.33,163.55,147.51
15th  March 2023 - 14th  April 2023,Tenges,180.47,163.69,147.65
15th  March 2023 - 14th  April 2023,Barwessa,180.59,163.81,147.75
15th  March 2023 - 14th  April 2023,Kipsaraman,181.49,164.71,148.66
15th  March 2023 - 14th  April 2023,Loruk,181.36,164.58,148.53
15th  March 2023 - 14th  April 2023,Kabartonjo,180.33,163.55,147.51
15th  March 2023 - 14th  April 2023,Tindiret,180.39,163.61,147.57
15th  March 2023 - 14th  April 2023,O?lessos,179.57,162.78,146.74
15th  March 2023 - 14th  April 2023,Kobujoi,179.97,163.19,147.14
15th  March 2023 - 14th  April 2023,Serem,180.05,163.27,147.21
15th  March 2023 - 14th  April 2023,Kabiyet,179.51,162.72,146.67
15th  March 2023 - 14th  April 2023,Cheptulu,179.93,163.15,147.1
15th  March 2023 - 14th  April 2023,Songor,180.47,163.69,147.65
15th  March 2023 - 14th  April 2023,Kapcherop,180.11,163.33,147.28
15th  March 2023 - 14th  April 2023,Sambalat,180.79,164.01,147.97
15th  March 2023 - 14th  April 2023,Arror,180.45,163.67,147.61
15th  March 2023 - 14th  April 2023,Tot,180.65,163.87,147.82
15th  March 2023 - 14th  April 2023,Kaptarakwa,179.69,162.91,146.87
15th  March 2023 - 14th  April 2023,Kapese,182.65,165.86,149.82
15th  March 2023 - 14th  April 2023,Kalemngorok,182.03,165.25,149.21
15th  March 2023 - 14th  April 2023,Marich,181.02,164.24,148.19
15th  March 2023 - 14th  April 2023,Alale,181.5,164.72,148.68
15th  March 2023 - 14th  April 2023,Kunyao,181.17,164.39,148.34
15th  March 2023 - 14th  April 2023,Asilong,180.76,163.98,147.93
15th  March 2023 - 14th  April 2023,Orolwo,180.79,164.01,147.97
15th  March 2023 - 14th  April 2023,Sebit,180.74,163.96,147.92
15th  March 2023 - 14th  April 2023,Morpus,180.65,163.87,147.82
15th  March 2023 - 14th  April 2023,Chepkorniswo,180.53,163.75,147.71
15th  March 2023 - 14th  April 2023,Kaibichbich,180.49,163.7,147.66
15th  March 2023 - 14th  April 2023,Keringet,180.21,163.43,147.39
15th  March 2023 - 14th  April 2023,Kisumu,179.5,162.7,146.66
15th  March 2023 - 14th  April 2023,Sondu,179.59,162.8,146.77
15th  March 2023 - 14th  April 2023,Oyugis,180.08,163.29,147.25
15th  March 2023 - 14th  April 2023,Kakamega,179.54,162.75,146.72
15th  March 2023 - 14th  April 2023,Mumias,179.82,163.03,146.99
15th  March 2023 - 14th  April 2023,Bondo,179.7,162.91,146.88
